HEAD,0.000,8.000,
f000001,8.000,13.520,"Good evening from the University of Miami Convocation Center in Coral Gables, Florida."
f000002,13.520,16.400,"I'm Jim Lehrer of ""The NewsHour"" on PBS."
f000003,16.400,28.080,"And I welcome you to the first of the 2004 presidential debates between President George W. Bush, the Republican nominee, and Senator John Kerry, the Democratic nominee."
f000004,28.080,32.180,These debates are sponsored by the Commission on Presidential Debates.
f000005,32.180,39.840,"Tonight's will last 90 minutes, following detailed rules of engagement worked out by representatives of the candidates."
n000001,39.840,40.160,(SILENCE)
f000006,40.160,43.640,I have agreed to enforce their rules on them.
n000002,43.640,43.960,(SILENCE)
f000007,43.960,59.560,"The umbrella topic is foreign policy and homeland security, but the specific subjects were chosen by me, the questions were composed by me, the candidates have not been told what they are, nor has anyone else."
f000008,59.560,70.560,"For each question there can only be a two-minute response, a 90- second rebuttal and, at my discretion, a discussion extension of one minute."
f000009,70.560,82.840,"A green light will come on when 30 seconds remain in any given answer, yellow at 15, red at five seconds, and then flashing red means time's up."
n000003,82.840,83.400,(SILENCE)
f000010,83.400,87.160,There is also a backup buzzer system if needed.
f000011,87.160,90.380,Candidates may not direct a question to each other.
f000012,90.380,95.680,"There will be two-minute closing statements, but no opening statements."
f000013,95.680,107.720,"There is an audience here in the hall, but they will remain absolutely silent for the next 90 minutes, except for now, when they join me in welcoming President Bush and Senator Kerry."
f000014,107.720,107.721,(APPLAUSE)
f000015,107.721,140.560,"Good evening, Mr. President, Senator Kerry."
f000016,140.560,144.760,"As determined by a coin toss, the first question goes to you, Senator Kerry."
n000004,144.760,145.120,(SILENCE)
f000017,145.120,146.040,You have two minutes.
n000005,146.040,146.640,(SILENCE)
f000018,146.640,156.060,Do you believe you could do a better job than President Bush in preventing another 9/11-type terrorist attack on the United States?
f000019,156.060,156.840,"Yes, I do."
n000006,156.840,157.520,(SILENCE)
f000020,157.520,161.660,"But before I answer further, let me thank you for moderating."
f000021,161.660,166.320,I want to thank the University of Miami for hosting us.
f000022,166.320,172.200,And I know the president will join me in welcoming all of Florida to this debate.
f000023,172.200,175.100,You've been through the roughest weeks anybody could imagine.
f000024,175.100,177.160,Our hearts go out to you.
f000025,177.160,180.560,And we admire your pluck and perseverance.
n000007,180.560,181.280,(SILENCE)
f000026,181.280,185.960,I can make American safer than President Bush has made us.
n000008,185.960,186.520,(SILENCE)
f000027,186.520,190.640,And I believe President Bush and I both love our country equally.
n000009,190.640,191.440,(SILENCE)
f000028,191.440,195.680,But we just have a different set of convictions about how you make America safe.
n000010,195.680,196.360,(SILENCE)
f000029,196.360,204.160,I believe America is safest and strongest when we are leading the world and we are leading strong alliances.
n000011,204.160,204.800,(SILENCE)
f000030,204.800,207.600,I'll never give a veto to any country over our security.
n000012,207.600,208.440,(SILENCE)
f000031,208.440,210.640,But I also know how to lead those alliances.
n000013,210.640,211.240,(SILENCE)
f000032,211.240,220.600,"This president has left them in shatters across the globe, and we're now 90 percent of the casualties in Iraq and 90 percent of the costs."
n000014,220.600,220.960,(SILENCE)
f000033,220.960,223.520,"I think that's wrong, and I think we can do better."
n000015,223.520,223.960,(SILENCE)
f000034,223.960,225.880,I have a better plan for homeland security.
n000016,225.880,226.400,(SILENCE)
f000035,226.400,250.520,"I have a better plan to be able to fight the war on terror by strengthening our military, strengthening our intelligence, by going after the financing more authoritatively, by doing what we need to do to rebuild the alliances, by reaching out to the Muslim world, which the president has almost not done, and beginning to isolate the radical Islamic Muslims, not have them isolate the United States of America."
f000036,250.520,252.360,I know I can do a better job in Iraq.
f000037,252.360,260.760,"I have a plan to have a summit with all of the allies, something this president has not yet achieved, not yet been able to do to bring people to the table."
f000038,260.760,268.280,"We can do a better job of training the Iraqi forces to defend themselves, and I know that we can do a better job of preparing for elections."
n000017,268.280,268.640,(SILENCE)
f000039,268.640,273.200,"All of these, and especially homeland security, which we'll talk about a little bit later."
n000018,273.200,274.400,(SILENCE)
f000040,274.400,276.720,"Mr. President, you have a 90-second rebuttal."
f000041,276.720,285.280,"I, too, thank the University of Miami, and say our prayers are with the good people of this state, who've suffered a lot."
n000019,285.280,285.960,(SILENCE)
f000042,285.960,294.720,September the 11th changed how America must look at the world.
n000020,294.720,295.200,(SILENCE)
f000043,295.200,301.680,"And since that day, our nation has been on a multi-pronged strategy to keep our country safer."
n000021,301.680,302.960,(SILENCE)
f000044,302.960,306.200,We pursued Al Qaida wherever Al Qaida tries to hide.
f000045,306.200,309.240,Seventy-five percent of known Al Qaida leaders have been brought to justice.
n000022,309.240,310.120,(SILENCE)
f000046,310.120,313.100,The rest of them know we're after them.
f000047,313.100,317.780,"We've upheld the doctrine that said if you harbor a terrorist, you're equally as guilty as the terrorist."
f000048,317.780,319.480,And the Taliban are no longer in power.
n000023,319.480,320.160,(SILENCE)
f000049,320.160,325.780,Ten million people have registered to vote in Afghanistan in the upcoming presidential election.
f000050,325.780,333.040,"In Iraq, we saw a threat, and we realized that after September the 11th, we must take threats seriously, before they fully materialize."
n000024,333.040,334.160,(SILENCE)
f000051,334.160,336.320,Saddam Hussein now sits in a prison cell.
n000025,336.320,337.000,(SILENCE)
f000052,337.000,340.520,America and the world are safer for it.
f000053,340.520,347.320,We continue to pursue our policy of disrupting those who proliferate weapons of mass destruction.
n000026,347.320,348.440,(SILENCE)
f000054,348.440,349.580,Libya has disarmed.
n000027,349.580,350.480,(SILENCE)
f000055,350.480,350.940,The A.Q.
f000056,350.940,353.980,Khan network has been brought to justice.
f000057,353.980,360.920,"And, as well, we're pursuing a strategy of freedom around the world, because I understand free nations will reject terror."
n000028,360.920,362.040,(SILENCE)
f000058,362.040,364.920,Free nations will answer the hopes and aspirations of their people.
f000059,364.920,368.680,Free nations will help us achieve the peace we all want.
f000060,368.680,371.460,"New question, Mr. President, two minutes."
f000061,371.460,380.160,Do you believe the election of Senator Kerry on November the 2nd would increase the chances of the U.S. being hit by another 9/11-type terrorist attack?
n000029,380.160,380.920,(SILENCE)
f000062,380.920,383.840,"No, I don't believe it's going to happen."
f000063,383.840,387.240,"I believe I'm going to win, because the American people know I know how to lead."
n000030,387.240,387.680,(SILENCE)
f000064,387.680,391.680,I've shown the American people I know how to lead.
f000065,391.680,396.800,I have -- I understand everybody in this country doesn't agree with the decisions I've made.
n000031,396.800,397.920,(SILENCE)
f000066,397.920,399.360,And I made some tough decisions.
n000032,399.360,400.840,(SILENCE)
f000067,400.840,402.160,But people know where I stand.
n000033,402.160,403.880,(SILENCE)
f000068,403.880,405.880,People out there listening know what I believe.
n000034,405.880,407.240,(SILENCE)
f000069,407.240,409.120,And that's how best it is to keep the peace.
n000035,409.120,410.640,(SILENCE)
f000070,410.640,419.240,This nation of ours has got a solemn duty to defeat this ideology of hate.
n000036,419.240,420.440,(SILENCE)
f000071,420.440,421.160,And that's what they are.
f000072,421.160,434.080,"This is a group of killers who will not only kill here, but kill children in Russia, that'll attack unmercifully in Iraq, hoping to shake our will."
f000073,434.080,437.200,We have a duty to defeat this enemy.
f000074,437.200,441.500,We have a duty to protect our children and grandchildren.
n000037,441.500,442.240,(SILENCE)
f000075,442.240,454.000,"The best way to defeat them is to never waver, to be strong, to use every asset at our disposal, is to constantly stay on the offensive and, at the same time, spread liberty."
n000038,454.000,455.080,(SILENCE)
f000076,455.080,458.460,And that's what people are seeing now is happening in Afghanistan.
f000077,458.460,460.200,Ten million citizens have registered to vote.
f000078,460.200,461.700,It's a phenomenal statistic.
n000039,461.700,463.360,(SILENCE)
