HEAD,0.000,6.000,
f000001,6.000,18.400,We're presenting these debates to provide citizens an opportunity to see and hear the candidates state their positions on important issues of concern to us all.
f000002,18.400,21.800,Our moderator is Bill Moyers.
n000001,21.800,23.800,(SILENCE)
f000003,23.800,24.800,"Thank you, Mrs. Hinerfeld."
n000002,24.800,25.760,(SILENCE)
f000004,25.760,44.260,"My colleagues and I agreed to participate tonight, although the questioners are limited by the constraints of the format, because we thought with the League of Women Voters, that it is desirable to seek a comparison of views on a few issues in a joint appearance by the men who would be the next President of the United States."
n000003,44.260,45.360,(SILENCE)
f000005,45.360,54.840,"Former Governor Ronald Reagan, a Republican Party candidate, and Congressman John Anderson, who is running as an Independent, accepted the League of Women Voters' invitation to be here."
n000004,54.840,55.640,(SILENCE)
f000006,55.640,57.080,President Carter declined.
n000005,57.080,58.320,(SILENCE)
f000007,58.320,81.200,"Mr. Reagan and Mr. Anderson will respond with their views on certain issues posed by questions from my colleagues: Carol Loomis of Fortune Magazine; Daniel Greenberg, a syndicated columnist; Charles Corddry of the Baltimore Sun; Lee May of The Los Angeles Times; James Bryant Quinn."
f000008,81.200,85.240,Jane Bryant Quinn of Newsweek; and Soma Golden of The New York Times.
n000006,85.240,86.480,(SILENCE)
f000009,86.480,93.980,"None of the questions has been submitted in advance to either the League of Women Voters, or to the candidates, or to their representatives."
n000007,93.980,95.200,(SILENCE)
f000010,95.200,97.640,"Gentlemen, thank you both for coming."
n000008,97.640,98.480,(SILENCE)
f000011,98.480,101.400,The ground rules you agreed upon with the League are brief.
n000009,101.400,102.200,(SILENCE)
f000012,102.200,104.540,Each panelist will ask a single question.
n000010,104.540,105.560,(SILENCE)
f000013,105.560,108.320,You will have two and a half minutes in which to respond.
n000011,108.320,109.120,(SILENCE)
f000014,109.120,116.160,"After you've stated your positions in those two and a half minutes, each of you will have one minute and 15 seconds for response."
n000012,116.160,117.000,(SILENCE)
f000015,117.000,121.040,"At the close of the debate, each of you will have three minutes for closing remarks."
n000013,121.040,122.080,(SILENCE)
f000016,122.080,132.880,We ask the Convention Center audience to abide by one simple ground rule: Please do not applaud or express approval or disapproval during the debate.
n000014,132.880,133.440,(SILENCE)
f000017,133.440,135.040,You may do that on November 4.
n000015,135.040,136.320,(SILENCE)
f000018,136.320,142.200,"Having won the toss of the coin, Mr. Anderson will respond to the first question from Carol Loomis."
n000016,142.200,143.480,(SILENCE)
