HEAD,0.000,16.000,
f000001,16.000,18.400,Good evening.
f000002,18.400,22.880,I'm Ruth Hinerfeld of the League of Women Voters Education Fund.
f000003,22.880,24.840,Next Tuesday is Election Day.
n000001,24.840,25.400,(SILENCE)
f000004,25.400,32.240,"Before going to the polls, voters want to understand the issues and know the candidates' positions."
n000002,32.240,33.080,(SILENCE)
f000005,33.080,45.480,"Tonight, voters will have an opportunity to see and hear the major party candidates for the Presidency state their views on issues that affect us all."
f000006,45.480,51.700,The League of Women Voters is proud to present this Presidential Debate.
f000007,51.700,56.040,Our moderator is Howard K. Smith.
f000008,56.040,57.780,"Thank you, Mrs. Hinerfeld."
f000009,57.780,66.760,"The League of Women Voters is pleased to welcome to the Cleveland, Ohio, Convention Center Music Hall President Jimmy Carter."
f000010,66.760,71.140,the Democratic Party's candidate for reelection to the Presidency.
f000011,71.140,76.920,"and Governor Ronald Reagan of California, the Republican Party's candidate for the Presidency."
f000012,76.920,83.820,"The candidates will debate questions on domestic, economic, foreign policy, and national security issues."
f000013,83.820,89.440,The questions are going to be posed by a panel of distinguished journalists who are here with me.
f000014,89.440,107.560,"They are: Marvin Stone, the editor of U.S. News &amp; World Report; Harry Ellis, national correspondent of the Christian Science Monitor; William Hilliard, assistant managing editor of the Portland Oregonian; Barbara Walters, correspondent, ABC News."
n000003,107.560,108.040,(SILENCE)
f000015,108.040,117.980,"The ground rules for this, as agreed by you gentlemen, are these: Each panelist down here will ask a question, the same question, to each of the two candidates."
f000016,117.980,123.840,"After the two candidates have answered, a panelist will ask follow-up questions to try to sharpen the answers."
f000017,123.840,128.640,The candidates will then have an opportunity each to make a rebuttal.
n000004,128.640,129.080,(SILENCE)
f000018,129.080,135.300,"That will constitute the first half of the debate, and I will state the rules for the second half later on."
f000019,135.300,142.940,"Some other rules: The candidates are not permitted to bring prepared notes to the podium, but are permitted to make notes during the debate."
f000020,142.940,149.500,"If the candidates exceed the allotted time agreed on, I will reluctantly but certainly interrupt."
f000021,149.500,153.540,We ask the Convention Center audience here to abide by one ground rule.
f000022,153.540,158.100,Please do not applaud or express approval or disapproval during the debate.
f000023,158.100,164.440,"Now, based on the toss of the coin, Governor Reagan will respond to the first question from Marvin Stone."
n000005,164.440,164.800,(SILENCE)
f000024,164.800,173.240,"Governor, as you're well aware, the question of war and peace has emerged as a central issue in this campaign in the give and take of recent weeks."
f000025,173.240,181.520,"President Carter has been criticized for responding late to aggressive Soviet impulses, for insufficient build-up of our armed forces."
f000026,181.520,185.480,and a paralysis in dealing with Afghanistan and Iran.
f000027,185.480,194.400,You have been criticized for being all too quick to advocate the use of lots of muscle - military action - to deal with foreign crises.
f000028,194.400,201.400,"Specifically, what are the differences between the two of you on the uses of American military power?"
f000029,201.400,208.780,"I don't know what the differences might be, because I don't know what Mr. Carter's policies are."
f000030,208.780,211.780,I do know what he has said about mine.
f000031,211.780,232.360,"And I'm only here to tell you that I believe with all my heart that our first priority must be world peace, and that use of force is always and only a last resort, when everything else has failed, and then only with regard to our national security."
n000006,232.360,233.760,(SILENCE)
f000032,233.760,254.360,"Now, I believe, also, that this meeting this mission, this responsibility for preserving the peace, which I believe is a responsibility peculiar to our country, and that we cannot shirk our responsibility as a leader of the free world because we're the only ones that can do it."
f000033,254.360,257.160,"Therefore, the burden of maintaining the peace falls on us."
f000034,257.160,262.320,And to maintain that peace requires strength.
f000035,262.320,265.360,America has never gotten in a war because we were too strong.
n000007,265.360,267.320,(SILENCE)
f000036,267.320,279.920,"We can get into a war by letting events get out of hand, as they have in the last three and a half years under the foreign policies of this Administration of Mr. Carter's, until we're faced each time with a crisis."
n000008,279.920,281.120,(SILENCE)
f000037,281.120,292.800,And good management in preserving the peace requires that we control the events and try to intercept before they become a crisis.
n000009,292.800,294.120,(SILENCE)
f000038,294.120,297.160,I have seen four wars in my lifetime.
n000010,297.160,298.120,(SILENCE)
f000039,298.120,301.620,I'm a father of sons; I have a grandson.
f000040,301.620,315.680,"I don't ever want to see another generation of young Americans bleed their lives into sandy beachheads in the Pacific, or rice paddies and jungles in the in Asia or the muddy battlefields of Europe."
f000041,315.680,320.880,"Mr. Stone, do you have a follow-up question for the Governor?"
f000042,320.880,321.400,Yes.
f000043,321.400,332.140,"Governor, we've been hearing that the defense build-up that you would associate yourself with would cost tens of billions of dollars more than is now contemplated."
f000044,332.140,356.920,"Assuming that the American people are ready to bear this cost, they nevertheless keep asking the following question: How do you reconcile huge increases in military outlays with your promise of substantial tax cuts and of balancing the budget, which in this fiscal year, the one that just ended, ran more than $60 billion in the red?"
f000045,356.920,386.200,"Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government."
f000046,386.200,405.060,"spending - we can afford the tax cuts I have proposed and probably mainly because Mr. Carter's economic policy has built into the next five years, and on beyond that, a tax increase that will be taking $86 billion more out of the people's pockets than was taken this year."
f000047,405.060,410.920,And my tax cut does not come close to eliminating that $86 billion increase.
f000048,410.920,414.120,I'm only reducing the amount of the increase.
f000049,414.120,424.540,"In other words, what I'm talking about is not putting government back to getting less money than government's been getting, but simply cutting the increase in in spending."
f000050,424.540,426.600,The same question now goes to President Carter.
f000051,426.600,429.400,"President Carter, would you like to have the question repeated?"
f000052,429.400,434.960,"Yes, President Carter, the question of war and peace, a central issue in this campaign."
f000053,434.960,449.100,"You've been criticized for, in the give and take, for responding late to aggressive Soviet impulses, for an insufficient build-up of our armed forces, and a paralysis in dealing with Afghanistan and Iran."
f000054,449.100,460.460,"Governor Reagan, on the other hand, has been criticized for being all too quick to advocate the use of lots of muscle - military action - to deal with foreign crises such as I have mentioned."
f000055,460.460,467.760,"Specifically, what are the differences between the two of you on the uses of American military power?"
f000056,467.760,475.840,"Mr. Stone, I've had to make thousands of decisions since I've been President, serving in the Oval Office."
f000057,475.840,480.880,"And with each one of those decisions that affect the future of my country, I have learned in the process."
f000058,480.880,488.200,I think I'm a much wiser and more experienced man than I was when I debated four years ago against President Ford.
n000011,488.200,489.040,(SILENCE)
f000059,489.040,493.800,I've also learned that there are no simple answers to complicated questions.
f000060,493.800,499.960,H. L. Mencken said that for every problem there's a simple answer.
f000061,499.960,503.780,It would be neat and plausible and wrong.
n000012,503.780,504.840,(SILENCE)
f000062,504.840,513.800,"The fact is that this nation, in the eight years before I became President, had its own military strength decreased."
f000063,513.800,519.480,"Seven out of eight years, the budget commitments for defense went down, 37% in all."
n000013,519.480,520.160,(SILENCE)
f000064,520.160,527.800,"Since I've been in office, we've had a steady, carefully planned, methodical but, very effective increase in our commitment for defense."
n000014,527.800,528.840,(SILENCE)
f000065,528.840,538.120,But what we've done is use that enormous power and prestige and military strength of the United States to preserve the peace.
f000066,538.120,543.920,"We've not only kept peace for our own country, but we've been able to extend the benefits of peace to others."
n000015,543.920,544.600,(SILENCE)
f000067,544.600,555.560,"In the Middle East, we've worked for a peace treaty between Israel and Egypt, successfully, and have tied ourselves together with Israel and Egypt in a common defense capability."
f000068,555.560,562.760,"This is a very good step forward for our nation's security, and we'll continue to do as we have done in the past."
f000069,562.760,570.620,I might also add that there are decisions that are made in the Oval Office by every President which are profound in nature.
n000016,570.620,571.360,(SILENCE)
f000070,571.360,587.220,"There are always trouble spots in the world, and how those troubled areas are addressed by a President alone in that Oval Office affects our nation directly, the involvement of the United States and also our American interests."
f000071,587.220,592.340,"That is a basic decision that has to be made so frequently, by every President who serves."
f000072,592.340,595.780,That is what I have tried to do successfully by keeping our country at peace.
f000073,595.780,597.880,"Mr. Stone, do you have a follow-up for?"
f000074,597.880,598.520,Yes.
f000075,598.520,604.600,I would like to be a little more specific on the use of military power and let's talk about one area for a moment.
f000076,604.600,617.960,"Under what circumstances would you use military forces to deal with, for example, a shut-off of the Persian Oil Gulf [sic] if that should occur, or to counter Russian expansion beyond Afghanistan into either Iran or Pakistan?"
f000077,617.960,628.320,I ask this question in view of charges that we are woefully unprepared to project sustained - and I emphasize the word sustained - power in that part of the world.
n000017,628.320,629.400,(SILENCE)
f000078,629.400,641.160,"Mr. Stone, in my State of the Union address earlier this year, I pointed out that any threat to the stability or security of the Persian Gulf would be a threat to the security of our own country."
n000018,641.160,642.000,(SILENCE)
f000079,642.000,645.540,"In the past, we have not had an adequate military presence in that region."
n000019,645.540,646.160,(SILENCE)
f000080,646.160,649.060,Now we have two major carrier task forces.
f000081,649.060,653.200,We have access to facilities in five different areas of that region.
f000082,653.200,665.080,"And we've made it clear that working with our allies and others, that we are prepared to address any foreseeable eventuality which might interrupt commerce with that crucial area of the world."
f000083,665.080,676.640,"But in doing this, we have made sure that we address this question peacefully, not injecting American military forces into combat, but letting the strength of our nation be felt in a beneficial way."
f000084,676.640,685.500,"This, I believe, has assured that our interests will be protected in the Persian Gulf region, as we have done in the Middle East and throughout the world."
f000085,685.500,688.620,"Governor Reagan, you have a minute to comment or rebut."
f000086,688.620,697.400,"Well yes, I question the figure about the decline in defense spending under the two previous Administrations in the preceding eight years to this Administration."
f000087,697.400,707.460,"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace."
f000088,707.460,718.840,"I also would like to point out that Republican presidents in those years, faced with a Democratic majority in both houses of the Congress, found that their requests for defense budgets were very often cut."
n000020,718.840,719.640,(SILENCE)
f000089,719.640,761.320,"Now, Gerald Ford left a five-year projected plan for a military build-up to restore our defenses, and President Carter's administration reduced that by 38%, cut 60 ships out of the Navy building program that had been proposed, and stopped the the B-l, delayed the cruise missile, stopped the production line for the Minuteman missile, stopped the Trident or delayed the Trident submarine, and now is planning a mobile military force that can be delivered to various spots in the world which does make me question his assaults on whether I am the one who is quick to look for use of force."
f000090,761.320,765.800,"President Carter, you have the last word on this question."
f000091,765.800,767.400,"Well, there are various elements of defense."
f000092,767.400,774.760,"One is to control nuclear weapons, which I hope we'll get to later on because that is the most important single issue in this campaign."
f000093,774.760,777.440,Another one is how to address troubled areas of the world.
f000094,777.440,795.260,"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation."
f000095,795.260,803.800,"In addition to that, the build-up of military forces is good for our country because we've got to have military strength to preserve the peace."
f000096,803.800,815.080,"But I'll always remember that the best weapons are the ones that are never fired in combat, and the best soldier is one who never has to lay his life down on the field of battle."
f000097,815.080,821.120,"Strength is imperative for peace, but the two must go hand in hand."
f000098,821.120,821.920,Thank you gentlemen.
f000099,821.920,825.840,The next question is from Harry Ellis to President Carter.
n000021,825.840,826.200,(SILENCE)
f000100,826.200,833.720,"Mr. President, when you were elected in 1976, the Consumer Price Index stood at 4.8%."
f000101,833.720,836.280,It now stands at more than 12%.
f000102,836.280,843.500,"Perhaps more significantly, the nation's broader, underlying inflation rate has gone up from 7% to 9%."
f000103,843.500,849.760,"Now, a part of that was due to external factors beyond U.S. control, notably the more than doubling."
f000104,849.760,851.860,of oil prices by OPEC last year.
f000105,851.860,861.360,"Because the United States remains vulnerable to such external shocks, can inflation in fact be controlled?"
n000022,861.360,861.760,(SILENCE)
f000106,861.760,867.860,"If so, what measures would you pursue in a second term?"
n000023,867.860,868.640,(SILENCE)
f000107,868.640,872.240,Again it's important to put the situation in perspective.
f000108,872.240,881.700,"In 1974, we had a so-called oil shock, wherein the price of OPEC oil was raised to an extraordinary degree."
f000109,881.700,884.720,We had an even worse oil shock in 1979.
f000110,884.720,893.680,"In 1974, we had the worst recession, the deepest and most penetrating recession since the Second World War."
f000111,893.680,898.840,The recession that resulted this time was the briefest since the Second World War.
n000024,898.840,899.280,(SILENCE)
f000112,899.280,902.160,"In addition, we've brought down inflation."
n000025,902.160,902.880,(SILENCE)
f000113,902.880,909.520,"Earlier this year, in the first quarter, we did have a very severe inflation pressure brought about by the OPEC price increase."
f000114,909.520,912.720,It averaged about 18% in the first quarter of this year.
f000115,912.720,916.480,"In the second quarter, we had dropped it down to about 13%."
n000026,916.480,917.040,(SILENCE)
f000116,917.040,935.880,"The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing an enormous number of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us."
n000027,935.880,936.640,(SILENCE)
f000117,936.640,940.500,I notice that Governor Reagan recently mentioned the Reagan-Kemp-Roth proposal.
n000028,940.500,941.000,(SILENCE)
f000118,941.000,948.400,"which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate."
n000029,948.400,949.040,(SILENCE)
f000119,949.040,962.040,"And Business Week, which is not a Democratic publication, said that this Reagan-Kemp-Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation."
n000030,962.040,962.640,(SILENCE)
f000120,962.640,978.440,"So our proposals are very sound and very carefully considered to stimulate jobs, to improve the industrial complex of this country, to create tools for American workers, and at the same time would be anti-inflationary in nature."
f000121,978.440,988.120,"So to add nine million new jobs, to control inflation, and to plan for the future with an energy policy now intact as a foundation is our plan for the years ahead."
f000122,988.120,992.240,"Mr. Ellis, do you have a follow-up question for Mr. Carter?"
